23281, Food Plaza,South Bowl, North Indian, Chinese, Indian,,,,,
18017614, The GT Route - Jameson Inn Shiraz,The GT Route - Jameson Inn Shiraz, North Indian, Awadhi, Bengali,,,,,
22498, Handi Food Court,Handi Food Court, Chinese, North Indian,,,,,,
21937, Tirupati,Tirupati, South Indian,,,,,,,
25105, Ethnotel,Ethnotel, North Indian, Chinese, Continental,,,,,
22849, South Indian Best Food,South Indian Best Food, South Indian,,,,,,,
22818, Pizza For Friends, Error Code = 404,,,,,,,,
18361677, Celavi, Error Code = 404,,,,,,,,
23238, Good Food - Indismart Hotel,Good Food, Fast Food,,,,,,,
21962, Sholoana Bangali,Sholoana Bangali, Bengali,,,,,,,
21701, Kanha,Kanha, North Indian, Street Food, Mishti,,,,,
21197, Kathleen,Kathleen, Bakery, Desserts, Fast Food,,,,,
24563, Chilli Garlic,Chilli Garlic, Chinese,,,,,,,
18224033, Cafe 24, Error Code = 404,,,,,,,,
21672, Garden Cafe Express,Garden Cafe Express, South Indian, Fast Food,,,,,,
22081, Reflections - Ffort Raichak,Reflections - Ffort Raichak, North Indian, Continental,,,,,,
25152, Sen Mahasaya,Sen Mahasay, Mishti,,,,,,,
22072, Hotel Sathi,Hotel Sathi, North Indian, Chinese, Fast Food, Rolls,,,,
23231, Kitchen Restaurant,Kitchen Restaurant, Fast Food, Chinese, North Indian, Biryani,,,,
21284, Lords Restaurant,Lords Restaurant, Chinese, North Indian,,,,,,
21299, Joy Guru Chinese, Error Code = 404,,,,,,,,
22805, A1 Haji Fast Food Centre,A1 Haji Fast Food Centre, Biryani, Street Food, Rolls,,,,,
20637, Fresh-N-Up,Fresh-N-Up, Chinese,,,,,,,
18134922, Go Veg,Go Veg, North Indian, Chinese,,,,,,
23877, Sharma Sweets,Sharma Sweets, Mishti,,,,,,,
23659, Bhuri Bhoj,Bhuri Bhoj, Bengali,,,,,,,
18414400, Cilantro,Cilantro, North Indian, Chinese,,,,,,
22153, Veg Dhaba,Veg Dhaba, North Indian, Chinese,,,,,,
22548, The 6 Russel Street,The 6 Russel Street, Fast Food, Chinese, Street Food, Momos,,,,
18423742, Ivory Restaurant,Ivory Restaurant, Chinese, Mughlai, North Indian,,,,,
18356347, Milee Droog Cafe & Bistro,Milee Droog Cafe & Bistro, Cafe, Russian, Tea,,,,,
22407, The Palm - Pan Asia Continental,The Palm, North Indian, Continental, Thai,,,,,
21850, Yummee,Yummee, Chinese, Seafood,,,,,,
24312, The Yellow Straw, Error Code = 404,,,,,,,,
23498, Agarwal's Pav Bhaji,Agarwal's Pav Bhaji, Street Food, Momos,,,,,,
25122, Gupta Brothers,Gupta Brothers, Desserts, Fast Food,,,,,,
25451, Raj Restaurant,Raj Restaurant, Chinese, North Indian,,,,,,
23625, Moonlight Sonata,Moonlight Sonata, Chinese, North Indian,,,,,,
18217470, Rao's Udipi Home,Rao's Udipi Home, South Indian, Juices,,,,,,
20477, Silver Chimney,Silver Chimney, Chinese, North Indian, Bengali,,,,,
20755, Aatithya,Aatithya, Chinese, Bengali,,,,,,
18311144, Mystic Yoga Cafe, Error Code = 404,,,,,,,,
18159834, Ghosh & Co.,Ghosh & Co., Mishti,,,,,,,
20672, Meridian Inn,Meridian Inn, North Indian, Chinese, Street Food, Rolls,,,,
22137, Khan Saheb,Khan Saheb, North Indian, Chinese, Rolls,,,,,
24721, Spice Of Joy, Error Code = 404,,,,,,,,
21076, Su Swagatam,Su Swagatam, Chinese, Mughlai, North Indian,,,,,
22895, The Zeeshan,The Zeeshan, Biryani, Rolls, Chinese,,,,,
18270216, Sholoana Bangali,Sholoana Bangali, Bengali,,,,,,,
18368660, Club Boudoir,Club Boudoir, Finger Food,,,,,,,
21318, Green Palace,Green Palace, Chinese, North Indian,,,,,,
22026, Ajanta Hotel,Ajanta Hotel, North Indian, Fast Food,,,,,,
21151, Ganges, Error Code = 404,,,,,,,,
24422, Ma.ma Lebanese,Ma.ma Lebanese, Lebanese,,,,,,,
23731, Hot Lips,Hot Lips, North Indian, Mughlai, Biryani, Kebab, Chinese,,,
25722, SugarPlum Cakery,SugarPlum Cakery, Bakery, Desserts,,,,,,
18311161, Coriander,Coriander - Regenta Inn Larica, Biryani, Chinese, North Indian, Mughlai,,,,
25455, Haldiram's,Haldiram's, Mithai, South Indian, North Indian, Street Food,,,,
21413, Bedwin,Bedwin, Chinese, North Indian,,,,,,
22049, Dustarkhwan Restaurant,Dustarkhwan Restaurant, Biryani, North Indian, Chinese,,,,,
21154, Ralli's,Ralli's, South Indian, Street Food,,,,,,
21483, Gupta's Veg,Gupta's Veg, North Indian, Chinese, Indian, Mishti,,,,
21399, Mouchak's,Mouchak's, North Indian, Chinese,,,,,,
21359, Heka,Heka, Finger Food,,,,,,,
18217460, Chalkboard, Error Code = 404,,,,,,,,
20759, Mahalaya Snacks Corner,Mahalaya Snacks Corner, Chinese, Street Food, Mughlai,,,,,
21279, Drive In Snack Bar,Drive In Snack Bar, North Indian, South Indian, Fast Food,,,,,
25215, Hungry & Skinny,Hungry & Skinny, Desserts, Bakery,,,,,,
23304, Pleasure Hut - II,Pleasure Hut - II, North Indian, Chinese, Bengali,,,,,
21348, Utsav Restaurant,Utsav Restaurant, Chinese, North Indian, Continental,,,,,
18224070, Laziz Pizza, Error Code = 404,,,,,,,,
22870, Urbans Cafe,Urbans Cafe, Fast Food,,,,,,,
18431486, Nightsaviour,Nightsaviour, Healthy Food, Continental, Burger, Fast Food,,,,
18249170, Foooddy Dot Com,Foooddy Dot Com, North Indian,,,,,,,
23320, Chopstick,Chopstick, Chinese, Momos,,,,,,
18325259, Vishal Pastry,Vishal Pastry, Bakery, Desserts, Fast Food,,,,,
24689, Seetala Udipi Eating House,Seetala Udipi Eating House, South Indian,,,,,,,
25149, Tropical Chinese,Tropical Chinese, Chinese,,,,,,,
24528, Sen Mahasaya,Sen Mahasay, Mishti,,,,,,,
22057, Chhota Bristol (Shaw Brothers),Chhota Bristol (Shaw Brothers), North Indian, Mughlai, Chinese,,,,,
20785, Tandoor-e-Punjab,Tandoor-e-Punjab, North Indian,,,,,,,
21867, Delights,Delights, Fast Food, South Indian,,,,,,
21553, Damur's Bar & Restaurant, Error Code = 404,,,,,,,,
22788, Biriyani Bar,Biriyani Bar, Chinese, North Indian,,,,,,
21456, The Friend's Home Restaurant,The Friend's Home Restaurant, South Indian,,,,,,,
22042, Ashirbad Restaurant,Ashirbad Restaurant, North Indian, Chinese,,,,,,
22220, Sonartori Ganga Kuthir - Ffort Raichak,Sonartori Ganga Kuthir - Ffort Raichak, Bengali,,,,,,,
24754, Social Hub Kafe,Rasoidaan, North Indian, Chinese, Italian,,,,,
18287267, Maharaj,Maharaj, Street Food,,,,,,,
18280624, Gucchu,Gucchu, Bakery, Desserts,,,,,,
18270251, Flavours,Flavours, North Indian, Chinese,,,,,,
18414403, Eat Good Food, Error Code = 404,,,,,,,,
21226, Peep Inn,Peep Inn, Chinese, North Indian, Rolls,,,,,
20827, Flaming Wok,Flaming Wok, Chinese,,,,,,,
23832, Veg Foodiezz, Error Code = 404,,,,,,,,
18146888, Bengal Hotel,Bengal Hotel, North Indian,,,,,,,
25420, Happy Singh Food Express, Error Code = 404,,,,,,,,
22016, Hotel Priya,Hotel Priya, North Indian, Bengali,,,,,,
25156, New Grissini,New Grissini, Bakery, Desserts,,,,,,
22447, Tripti Snacks Bar,Tripti Snacks Bar, Street Food, Biryani, Rolls,,,,,
18377096, Machiners Paradise Cafe,Machiners Paradise Cafe, Cafe, Italian, Continental, Mexican,,,,
23084, Vien,Vien, Mishti,,,,,,,
18377099, Flavourbox,Flavourbox, Italian, Salad, Asian, Healthy Food,,,,
21647, North Point,North Point, North Indian, Chinese,,,,,,
24811, Petuk,Petuk, Chinese, Mughlai, Street Food, Rolls,,,,
24681, Arambagh's Chicken,Arambagh's Chicken, Fast Food, Raw Meats,,,,,,
25505, The Chocolatier,The Chocolatier, Bakery, Desserts,,,,,,
18162684, Namotsav,Namotsav, Desserts, Fast Food,,,,,,
24418, Tewari Sweets,Tewari Sweets, Fast Food, Mishti,,,,,,
22595, Dinner House,Dinner House, Chinese, North Indian, Mughlai,,,,,
21471, The Junction - Taj Bengal,The Junction - Taj Bengal, Finger Food,,,,,,,
23417, Chowrasia Chaats,Chowrasia Chaats, Street Food,,,,,,,
21472, The Promenade Lounge - Taj Bengal,The Promenade Lounge - Taj Bengal, Cafe, Continental,,,,,,
18249145, The Green Mark, Error Code = 404,,,,,,,,
22964, Nawab Snacks Bar,Nawab Snacks Bar, Street Food, Rolls,,,,,,
21467, Singhji's,Singhji's, North Indian, Chinese,,,,,,
23270, Thakur Mahal,Thakur Mahal, North Indian,,,,,,,
18361666, Stargazey,Stargazey, Cafe,,,,,,,
18237048, A4 Foods,A4 Foods, Bakery, Desserts,,,,,,
18420508, The Calcutta Food Voyage, Error Code = 404,,,,,,,,
24131, Forty Nine,Forty Nine, Chinese, Thai,,,,,,
23349, Madras Tiffin,Madras Tiffin, South Indian, Juices,,,,,,
18217465, New Paul Dhaba Veggie Hub,New Paul Dhaba Veggie Hub, North Indian, South Indian, Chinese, Fast Food,,,,
24244, Dhaka Biriyani House & Restaurant, Error Code = 404,,,,,,,,
18224077, Aafreen Restaurant,Aafreen Restaurant, North Indian, Mughlai, Chinese,,,,,
18134906, Plaite by Bijoli Grill,Plaite by Bijoli Grill, Chinese, Seafood, Bengali,,,,,
22022, Badshah Snacks,Badshah Snacks, Fast Food, Rolls,,,,,,
18398853, Hao Chi,Hao Chi, Chinese, Momos,,,,,,
18386818, Khyber Pass,Khyber Pass, North Indian, Chinese,,,,,,
18224029, Aami Bangali,Aami Bangali, Bengali, Bangladeshi,,,,,,
24621, The Blue Poppy,The Blue Poppy, Tibetan, Chinese, Nepalese, Momos,,,,
18287237, Cafe Unplugged, Error Code = 404,,,,,,,,
23075, Nobin Chandra Das & Sons,Nobin Chandra Das & Sons, Mishti,,,,,,,
21773, Salaam Namaste,Salaam Namaste, Chinese, North Indian, Rolls,,,,,
18134901, Lakshmi Narayan Shaw & Son,Lakshmi Narayan Shaw & Son, Street Food,,,,,,,
18311145, Cafe Ekante Floating Boat,Cafe Ekante Floating Boat, Cafe,,,,,,,
18017620, Anir's,Anir's, North Indian, Chinese, Street Food, Fast Food, Rolls,,,
20856, Shun Li,Shun Li, Chinese,,,,,,,
23330, Angan Bar And Restaurant,Angan Bar And Restaurant, Biryani, Mughlai, Chinese,,,,,
18287262, Baker's Maker,Baker's Maker, Bakery, Desserts,,,,,,
18287253, Cake It,Cake It, Bakery,,,,,,,
18311154, Cafe Neon, Error Code = 404,,,,,,,,
